,INDICATOR_ID,INDICATOR_LABEL_EN
691,GCS.LOWERSEC.NCOG.MULT.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, rural (%)"
692,GCS.LOWERSEC.NCOG.MULT.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, urban (%)"
693,GCS.LOWERSEC.NCOG.MULT.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, adjusted wealth parity index (WPIA)"
694,GCS.LOWERSEC.NCOG.PEAC,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, both sexes (%)"
695,GCS.LOWERSEC.NCOG.PEAC.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, female (%)"
696,GCS.LOWERSEC.NCOG.PEAC.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, adjusted gender parity index (GPIA)"
697,GCS.LOWERSEC.NCOG.PEAC.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, high socio-economic status (%)"
698,GCS.LOWERSEC.NCOG.PEAC.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, low socio-economic status (%)"
699,GCS.LOWERSEC.NCOG.PEAC.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, adjusted location parity index (LPIA)"
700,GCS.LOWERSEC.NCOG.PEAC.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, male (%)"
701,GCS.LOWERSEC.NCOG.PEAC.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, rural (%)"
702,GCS.LOWERSEC.NCOG.PEAC.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, urban (%)"
703,GCS.LOWERSEC.NCOG.PEAC.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, adjusted wealth parity index (WPIA)"
704,GCS.LOWERSEC.NCOG.SDEV,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, both sexes (%)"
705,GCS.LOWERSEC.NCOG.SDEV.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, female (%)"
706,GCS.LOWERSEC.NCOG.SDEV.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, adjusted gender parity index (GPIA)"
707,GCS.LOWERSEC.NCOG.SDEV.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, high socio-economic status (%)"
708,GCS.LOWERSEC.NCOG.SDEV.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, low socio-economic status (%)"
709,GCS.LOWERSEC.NCOG.SDEV.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, adjusted location parity index (LPIA)"
710,GCS.LOWERSEC.NCOG.SDEV.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, male (%)"
711,GCS.LOWERSEC.NCOG.SDEV.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, rural (%)"
712,GCS.LOWERSEC.NCOG.SDEV.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, urban (%)"
713,GCS.LOWERSEC.NCOG.SDEV.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, adjusted wealth parity index (WPIA)"
714,GCS.LOWERSEC.NCOG.SJUS,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, both sexes (%)"
715,GCS.LOWERSEC.NCOG.SJUS.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, female (%)"
716,GCS.LOWERSEC.NCOG.SJUS.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, adjusted gender parity index (GPIA)"
717,GCS.LOWERSEC.NCOG.SJUS.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, high socio-economic status (%)"
718,GCS.LOWERSEC.NCOG.SJUS.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, low socio-economic status (%)"
719,GCS.LOWERSEC.NCOG.SJUS.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, adjusted location parity index (LPIA)"
720,GCS.LOWERSEC.NCOG.SJUS.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, male (%)"
721,GCS.LOWERSEC.NCOG.SJUS.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, rural (%)"
722,GCS.LOWERSEC.NCOG.SJUS.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, urban (%)"
723,GCS.LOWERSEC.NCOG.SJUS.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, adjusted wealth parity index (WPIA)"
724,GCS.LOWERSEC.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, rural (%)"
725,GCS.LOWERSEC.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, urban (%)"
726,GCS.LOWERSEC.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, adjusted wealth parity index (WPIA)"
727,GER.0,"Gross enrolment ratio, early childhood education, both sexes (%)"
728,GER.0.F,"Gross enrolment ratio, early childhood education, female (%)"
729,GER.0.GPIA,"Gross enrolment ratio, early childhood education, adjusted gender parity index (GPIA)"
730,GER.0.M,"Gross enrolment ratio, early childhood education, male (%)"
731,GER.01,"Gross enrolment ratio, early childhood educational development programmes, both sexes (%)"
732,GER.01.F,"Gross enrolment ratio, early childhood educational development programmes, female (%)"
733,GER.01.GPIA,"Gross enrolment ratio, early childhood educational development programmes, adjusted gender parity index (GPIA)"
734,GER.01.M,"Gross enrolment ratio, early childhood educational development programmes, male (%)"
735,GER.02,"Gross enrolment ratio, pre-primary, both sexes (%)"
736,GER.02.F,"Gross enrolment ratio, pre-primary, female (%)"
737,GER.02.GPIA,"Gross enrolment ratio, pre-primary, adjusted gender parity index (GPIA)"
738,GER.02.M,"Gross enrolment ratio, pre-primary, male (%)"
739,GER.5T8,"Gross enrolment ratio for tertiary education, both sexes (%)"
740,GER.5T8.F,"Gross enrolment ratio for tertiary education, female (%)"
741,GER.5T8.GPIA,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)"
742,GER.5T8.M,"Gross enrolment ratio for tertiary education, male (%)"
743,ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)"
744,ICTSKILLATTACH.F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)"
745,ICTSKILLATTACH.GPIA,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), adjusted gender parity index (GPIA)"
746,ICTSKILLATTACH.M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)"
747,ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%)
748,ICTSKILLCONNEC.F,"Proportion of youth and adults who have connected and installed new devices, female (%)"
749,ICTSKILLCONNEC.GPIA,"Proportion of youth and adults who have connected and installed new devices, adjusted gender parity index (GPIA)"
750,ICTSKILLCONNEC.M,"Proportion of youth and adults who have connected and installed new devices, male (%)"
751,ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%)
752,ICTSKILLCOPI.F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)"
753,ICTSKILLCOPI.GPIA,"Proportion of youth and adults who have copied or moved a file or folder, adjusted gender parity index (GPIA)"
754,ICTSKILLCOPI.M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)"
755,ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%)
756,ICTSKILLCREAT.F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)"
757,ICTSKILLCREAT.GPIA,"Proportion of youth and adults who have created electronic presentations with presentation software, adjusted gender parity index (GPIA)"
758,ICTSKILLCREAT.M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)"
759,ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)"
760,ICTSKILLDUPLIC.F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)"
761,ICTSKILLDUPLIC.GPIA,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, adjusted gender parity index (GPIA)"
